"Date","Winner1","Winner Probability","Loser1","Loser Probability","Site","Category","Winner_Actual","Model"
2024-12-27,"Carolina Hurricanes",0.630604172965696,"New Jersey Devils",0.369395827034304,"Playing At:  New Jersey Devils   Home","60-70","New Jersey Devils",0
2024-12-27,"Colorado Avalanche",0.615353819068794,"Arizona Coyotes",0.384646180931206,"Playing At:  Arizona Coyotes   Home","60-70","Colorado Avalanche",1
2024-12-27,"Boston Bruins",0.607463277159386,"Columbus Blue Jackets",0.392536722840614,"Playing At:  Columbus Blue Jackets   Home","60-70","Columbus Blue Jackets",0
2024-12-27,"Dallas Stars",0.582668629956841,"Minnesota Wild",0.417331370043159,"Playing At:  Dallas Stars   Home","55-60","Minnesota Wild",0
2024-12-27,"St. Louis Blues",0.533331096229555,"Nashville Predators",0.466668903770445,"Playing At:  St. Louis Blues   Home","55 >","St. Louis Blues",1
2024-12-27,"Toronto Maple Leafs",0.520419792938973,"Detroit Red Wings",0.479580207061027,"Playing At:  Detroit Red Wings   Home","55 >","Toronto Maple Leafs",1
2024-12-28,"Florida Panthers",0.811515629760684,"Montreal Canadiens",0.188484370239316,"Playing At:  Florida Panthers   Home","80-85","Montreal Canadiens",0
2024-12-28,"Calgary Flames",0.746195923681618,"San Jose Sharks",0.253804076318382,"Playing At:  San Jose Sharks   Home","70-80","Calgary Flames",1
2024-12-28,"Winnipeg Jets",0.731339886463684,"Ottawa Senators",0.268660113536316,"Playing At:  Winnipeg Jets   Home","70-80","Winnipeg Jets",1
2024-12-28,"Boston Bruins",0.718830708352521,"Columbus Blue Jackets",0.281169291647479,"Playing At:  Boston Bruins   Home","70-80","Boston Bruins",1
2024-12-28,"Carolina Hurricanes",0.718448409835409,"New Jersey Devils",0.281551590164591,"Playing At:  Carolina Hurricanes   Home","70-80","Carolina Hurricanes",1
2024-12-28,"Vancouver Canucks",0.662242631408678,"Seattle Kraken",0.337757368591322,"Playing At:  Vancouver Canucks   Home","60-70","Seattle Kraken",0
2024-12-28,"Philadelphia Flyers",0.652263016703846,"Anaheim Ducks",0.347736983296154,"Playing At:  Anaheim Ducks   Home","60-70","Philadelphia Flyers",1
2024-12-28,"New York Islanders",0.610861095466994,"Pittsburgh Penguins",0.389138904533006,"Playing At:  New York Islanders   Home","60-70","New York Islanders",1
2024-12-28,"Toronto Maple Leafs",0.543598575718511,"Washington Capitals",0.456401424281489,"Playing At:  Toronto Maple Leafs   Home","55 >","Washington Capitals",0
2024-12-28,"Edmonton Oilers",0.525905869777542,"Los Angeles Kings",0.474094130222458,"Playing At:  Los Angeles Kings   Home","55 >","Los Angeles Kings",0
2024-12-28,"New York Rangers",0.503461707489887,"Tampa Bay Lightning",0.496538292510113,"Playing At:  Tampa Bay Lightning   Home","55 >","Tampa Bay Lightning",0
2024-12-29,"Dallas Stars",0.812227189728982,"Chicago Blackhawks",0.187772810271018,"Playing At:  Chicago Blackhawks   Home","80-85","Dallas Stars",1
2024-12-29,"Edmonton Oilers",0.804299939532366,"Anaheim Ducks",0.195700060467634,"Playing At:  Anaheim Ducks   Home","80-85","Anaheim Ducks",0
2024-12-29,"Tampa Bay Lightning",0.739970895783302,"Montreal Canadiens",0.260029104216698,"Playing At:  Tampa Bay Lightning   Home","70-80","Montreal Canadiens",0
2024-12-29,"Minnesota Wild",0.669897833056011,"Ottawa Senators",0.330102166943989,"Playing At:  Minnesota Wild   Home","60-70","Ottawa Senators",0
2024-12-29,"Vegas Golden Knights",0.618074603181416,"Calgary Flames",0.381925396818584,"Playing At:  Vegas Golden Knights   Home","60-70","Vegas Golden Knights",1
2024-12-29,"Los Angeles Kings",0.578943886593301,"Philadelphia Flyers",0.421056113406699,"Playing At:  Los Angeles Kings   Home","55-60","Los Angeles Kings",1
2024-12-29,"St. Louis Blues",0.571240759971852,"Buffalo Sabres",0.428759240028148,"Playing At:  St. Louis Blues   Home","55-60","Buffalo Sabres",0
2024-12-29,"Pittsburgh Penguins",0.555630982293952,"New York Islanders",0.444369017706048,"Playing At:  Pittsburgh Penguins   Home","55-60","Pittsburgh Penguins",1
2024-12-29,"Washington Capitals",0.525732701794138,"Detroit Red Wings",0.474267298205862,"Playing At:  Detroit Red Wings   Home","55 >","Detroit Red Wings",0
2024-12-30,"Winnipeg Jets",0.605380121755126,"Nashville Predators",0.394619878244874,"Playing At:  Winnipeg Jets   Home","60-70","Winnipeg Jets",1
2024-12-30,"Florida Panthers",0.604658421215016,"New York Rangers",0.395341578784984,"Playing At:  Florida Panthers   Home","60-70","Florida Panthers",1
2024-12-30,"Seattle Kraken",0.510626783703523,"Arizona Coyotes",0.489373216296477,"Playing At:  Seattle Kraken   Home","55 >","Seattle Kraken",1
2024-12-31,"Edmonton Oilers",0.744653549158345,"Arizona Coyotes",0.255346450841655,"Playing At:  Edmonton Oilers   Home","70-80","Edmonton Oilers",1
2024-12-31,"New Jersey Devils",0.739601697116948,"Anaheim Ducks",0.260398302883052,"Playing At:  Anaheim Ducks   Home","70-80","Anaheim Ducks",0
2024-12-31,"Vegas Golden Knights",0.731444845408346,"Montreal Canadiens",0.268555154591654,"Playing At:  Vegas Golden Knights   Home","70-80","Montreal Canadiens",0
2024-12-31,"Carolina Hurricanes",0.697528309816072,"Columbus Blue Jackets",0.302471690183928,"Playing At:  Columbus Blue Jackets   Home","60-70","Columbus Blue Jackets",0
2024-12-31,"St. Louis Blues",0.681686576193419,"Chicago Blackhawks",0.318313423806581,"Playing At:  Chicago Blackhawks   Home","60-70","St. Louis Blues",1
2024-12-31,"Dallas Stars",0.664574543045615,"Buffalo Sabres",0.335425456954385,"Playing At:  Dallas Stars   Home","60-70","Dallas Stars",1
2024-12-31,"Philadelphia Flyers",0.661618106803569,"San Jose Sharks",0.338381893196431,"Playing At:  San Jose Sharks   Home","60-70","Philadelphia Flyers",1
2024-12-31,"Toronto Maple Leafs",0.659837453930451,"New York Islanders",0.340162546069549,"Playing At:  Toronto Maple Leafs   Home","60-70","Toronto Maple Leafs",1
2024-12-31,"Washington Capitals",0.606508616183215,"Boston Bruins",0.393491383816785,"Playing At:  Washington Capitals   Home","60-70","Washington Capitals",1
2024-12-31,"Vancouver Canucks",0.565801622730618,"Calgary Flames",0.434198377269382,"Playing At:  Calgary Flames   Home","55-60","Calgary Flames",0
2024-12-31,"Minnesota Wild",0.555520116379295,"Nashville Predators",0.444479883620705,"Playing At:  Minnesota Wild   Home","55-60","Minnesota Wild",1
2024-12-31,"Detroit Red Wings",0.532175230347516,"Pittsburgh Penguins",0.467824769652484,"Playing At:  Detroit Red Wings   Home","55 >","Detroit Red Wings",1
2024-12-31,"Winnipeg Jets",0.505694984760925,"Colorado Avalanche",0.494305015239075,"Playing At:  Colorado Avalanche   Home","55 >","Colorado Avalanche",0
2025-01-01,"Los Angeles Kings",0.505790432378779,"New Jersey Devils",0.494209567621221,"Playing At:  Los Angeles Kings   Home","55 >","Los Angeles Kings",1
2025-01-02,"Winnipeg Jets",0.847736505129782,"Anaheim Ducks",0.152263494870218,"Playing At:  Winnipeg Jets   Home","80-85","Anaheim Ducks",0
2025-01-02,"Tampa Bay Lightning",0.812050250455344,"San Jose Sharks",0.187949749544656,"Playing At:  San Jose Sharks   Home","80-85","San Jose Sharks",0
2025-01-02,"Vegas Golden Knights",0.674430157869302,"Philadelphia Flyers",0.325569842130698,"Playing At:  Vegas Golden Knights   Home","60-70","Vegas Golden Knights",1
2025-01-02,"Vancouver Canucks",0.659306413380759,"Seattle Kraken",0.340693586619241,"Playing At:  Seattle Kraken   Home","60-70","Vancouver Canucks",1
2025-01-02,"Colorado Avalanche",0.64488798310281,"Buffalo Sabres",0.35511201689719,"Playing At:  Colorado Avalanche   Home","60-70","Colorado Avalanche",1
2025-01-02,"Dallas Stars",0.629062405899622,"Ottawa Senators",0.370937594100378,"Playing At:  Dallas Stars   Home","60-70","Dallas Stars",1
2025-01-02,"New York Rangers",0.628928906544476,"Boston Bruins",0.371071093455524,"Playing At:  New York Rangers   Home","60-70","New York Rangers",1
2025-01-02,"Toronto Maple Leafs",0.59380836996743,"New York Islanders",0.40619163003257,"Playing At:  New York Islanders   Home","55-60","Toronto Maple Leafs",1
2025-01-02,"Calgary Flames",0.588285950869703,"Arizona Coyotes",0.411714049130297,"Playing At:  Calgary Flames   Home","55-60","Arizona Coyotes",0
2025-01-02,"Washington Capitals",0.580173058921694,"Minnesota Wild",0.419826941078306,"Playing At:  Washington Capitals   Home","55-60","Minnesota Wild",0
2025-01-02,"Detroit Red Wings",0.563505923315075,"Columbus Blue Jackets",0.436494076684925,"Playing At:  Columbus Blue Jackets   Home","55-60","Detroit Red Wings",1
2025-01-02,"Florida Panthers",0.508314415071794,"Carolina Hurricanes",0.491685584928206,"Playing At:  Florida Panthers   Home","55 >","Carolina Hurricanes",0
2025-01-03,"Edmonton Oilers",0.825243258001237,"Anaheim Ducks",0.174756741998763,"Playing At:  Edmonton Oilers   Home","80-85","Edmonton Oilers",1
2025-01-03,"Florida Panthers",0.708213451968091,"Pittsburgh Penguins",0.291786548031909,"Playing At:  Florida Panthers   Home","70-80","Florida Panthers",1
2025-01-03,"St. Louis Blues",0.553803275381838,"Ottawa Senators",0.446196724618162,"Playing At:  St. Louis Blues   Home","55-60","St. Louis Blues",1
2025-01-03,"Chicago Blackhawks",0.538205459435139,"Montreal Canadiens",0.461794540564861,"Playing At:  Chicago Blackhawks   Home","55 >","Chicago Blackhawks",1
2025-01-03,"Vancouver Canucks",0.517624165701046,"Nashville Predators",0.482375834298954,"Playing At:  Vancouver Canucks   Home","55 >","Nashville Predators",0
2025-01-04,"Colorado Avalanche",0.761047169730704,"Montreal Canadiens",0.238952830269296,"Playing At:  Colorado Avalanche   Home","70-80","Montreal Canadiens",0
2025-01-04,"Dallas Stars",0.751064028739985,"Arizona Coyotes",0.248935971260015,"Playing At:  Dallas Stars   Home","70-80","Dallas Stars",1
2025-01-04,"Winnipeg Jets",0.732683325596226,"Detroit Red Wings",0.267316674403774,"Playing At:  Winnipeg Jets   Home","70-80","Detroit Red Wings",0
2025-01-04,"New Jersey Devils",0.725941031221572,"San Jose Sharks",0.274058968778428,"Playing At:  San Jose Sharks   Home","70-80","San Jose Sharks",0
2025-01-04,"Carolina Hurricanes",0.689955868967992,"Minnesota Wild",0.310044131032008,"Playing At:  Carolina Hurricanes   Home","60-70","Minnesota Wild",0
2025-01-04,"Vegas Golden Knights",0.648779906821799,"Buffalo Sabres",0.351220093178201,"Playing At:  Vegas Golden Knights   Home","60-70","Vegas Golden Knights",1
2025-01-04,"Edmonton Oilers",0.640543869466084,"Seattle Kraken",0.359456130533916,"Playing At:  Seattle Kraken   Home","60-70","Edmonton Oilers",1
2025-01-04,"Toronto Maple Leafs",0.618301931671251,"Boston Bruins",0.381698068328749,"Playing At:  Toronto Maple Leafs   Home","60-70","Toronto Maple Leafs",1
2025-01-04,"Nashville Predators",0.563932615549127,"Calgary Flames",0.436067384450873,"Playing At:  Calgary Flames   Home","55-60","Nashville Predators",1
2025-01-04,"St. Louis Blues",0.545842371443242,"Columbus Blue Jackets",0.454157628556758,"Playing At:  Columbus Blue Jackets   Home","55 >","Columbus Blue Jackets",0
2025-01-04,"Washington Capitals",0.544106568239338,"New York Rangers",0.455893431760662,"Playing At:  Washington Capitals   Home","55 >","Washington Capitals",1
2025-01-04,"Tampa Bay Lightning",0.503352153225701,"Los Angeles Kings",0.496647846774299,"Playing At:  Los Angeles Kings   Home","55 >","Los Angeles Kings",0
2025-01-05,"Carolina Hurricanes",0.76043297722107,"Pittsburgh Penguins",0.23956702277893,"Playing At:  Carolina Hurricanes   Home","70-80","Carolina Hurricanes",1
2025-01-05,"New York Rangers",0.756801000085281,"Chicago Blackhawks",0.243198999914719,"Playing At:  Chicago Blackhawks   Home","70-80","New York Rangers",1
2025-01-05,"Tampa Bay Lightning",0.730561368201627,"Anaheim Ducks",0.269438631798373,"Playing At:  Anaheim Ducks   Home","70-80","Anaheim Ducks",0
2025-01-05,"Toronto Maple Leafs",0.676910815013992,"Philadelphia Flyers",0.323089184986008,"Playing At:  Toronto Maple Leafs   Home","60-70","Toronto Maple Leafs",1
2025-01-05,"Boston Bruins",0.595633694754368,"New York Islanders",0.404366305245632,"Playing At:  Boston Bruins   Home","55-60","New York Islanders",0
2025-01-06,"Vancouver Canucks",0.675397994884108,"Montreal Canadiens",0.324602005115892,"Playing At:  Montreal Canadiens   Home","60-70","Montreal Canadiens",0
2025-01-06,"Washington Capitals",0.573428335300211,"Buffalo Sabres",0.426571664699789,"Playing At:  Buffalo Sabres   Home","55-60","Buffalo Sabres",0
2025-01-06,"New Jersey Devils",0.543064014543597,"Seattle Kraken",0.456935985456403,"Playing At:  Seattle Kraken   Home","55 >","New Jersey Devils",1
2025-01-06,"Colorado Avalanche",0.517888658311787,"Florida Panthers",0.482111341688213,"Playing At:  Colorado Avalanche   Home","55 >","Colorado Avalanche",1
2025-01-07,"Vegas Golden Knights",0.732890328541535,"San Jose Sharks",0.267109671458465,"Playing At:  San Jose Sharks   Home","70-80","Vegas Golden Knights",1
2025-01-07,"Winnipeg Jets",0.71165344532979,"Nashville Predators",0.28834655467021,"Playing At:  Winnipeg Jets   Home","70-80","Winnipeg Jets",1
2025-01-07,"Calgary Flames",0.642703050064331,"Anaheim Ducks",0.357296949935669,"Playing At:  Anaheim Ducks   Home","60-70","Calgary Flames",1
2025-01-07,"Pittsburgh Penguins",0.606080347290819,"Columbus Blue Jackets",0.393919652709181,"Playing At:  Pittsburgh Penguins   Home","60-70","Columbus Blue Jackets",0
2025-01-07,"Minnesota Wild",0.582672982398828,"St. Louis Blues",0.417327017601172,"Playing At:  Minnesota Wild   Home","55-60","Minnesota Wild",1
2025-01-07,"Toronto Maple Leafs",0.565677412699701,"Philadelphia Flyers",0.434322587300299,"Playing At:  Philadelphia Flyers   Home","55-60","Toronto Maple Leafs",1
2025-01-07,"New York Rangers",0.564877959924746,"Dallas Stars",0.435122040075254,"Playing At:  New York Rangers   Home","55-60","Dallas Stars",0
2025-01-07,"Edmonton Oilers",0.561023458533102,"Boston Bruins",0.438976541466898,"Playing At:  Boston Bruins   Home","55-60","Edmonton Oilers",1
2025-01-07,"Ottawa Senators",0.547331993895182,"Detroit Red Wings",0.452668006104818,"Playing At:  Detroit Red Wings   Home","55 >","Detroit Red Wings",0
2025-01-07,"Carolina Hurricanes",0.510781124277386,"Tampa Bay Lightning",0.489218875722614,"Playing At:  Tampa Bay Lightning   Home","55 >","Tampa Bay Lightning",0
2025-01-08,"Colorado Avalanche",0.763151819778997,"Chicago Blackhawks",0.236848180221003,"Playing At:  Chicago Blackhawks   Home","70-80","Chicago Blackhawks",0
2025-01-08,"Florida Panthers",0.617321975712708,"Arizona Coyotes",0.382678024287292,"Playing At:  Arizona Coyotes   Home","60-70","Florida Panthers",1
2025-01-08,"Washington Capitals",0.547717271655115,"Vancouver Canucks",0.452282728344885,"Playing At:  Washington Capitals   Home","55 >","Washington Capitals",1
2025-01-09,"St. Louis Blues",0.789951432264869,"Anaheim Ducks",0.210048567735131,"Playing At:  St. Louis Blues   Home","70-80","St. Louis Blues",1
2025-01-09,"Carolina Hurricanes",0.655569802472276,"Toronto Maple Leafs",0.344430197527724,"Playing At:  Carolina Hurricanes   Home","60-70","Carolina Hurricanes",1
2025-01-09,"Edmonton Oilers",0.638603297208327,"Pittsburgh Penguins",0.361396702791673,"Playing At:  Pittsburgh Penguins   Home","60-70","Pittsburgh Penguins",0
2025-01-09,"Ottawa Senators",0.634596736125077,"Buffalo Sabres",0.365403263874923,"Playing At:  Ottawa Senators   Home","60-70","Buffalo Sabres",0
2025-01-09,"Vegas Golden Knights",0.63157291743423,"New York Islanders",0.36842708256577,"Playing At:  Vegas Golden Knights   Home","60-70","New York Islanders",0
2025-01-09,"New York Rangers",0.628784770443687,"New Jersey Devils",0.371215229556313,"Playing At:  New York Rangers   Home","60-70","New York Rangers",1
2025-01-09,"Dallas Stars",0.615394125815658,"Philadelphia Flyers",0.384605874184342,"Playing At:  Philadelphia Flyers   Home","60-70","Dallas Stars",1
2025-01-09,"Tampa Bay Lightning",0.57269732391079,"Boston Bruins",0.42730267608921,"Playing At:  Tampa Bay Lightning   Home","55-60","Tampa Bay Lightning",1
2025-01-09,"Seattle Kraken",0.538387015392498,"Columbus Blue Jackets",0.461612984607502,"Playing At:  Columbus Blue Jackets   Home","55 >","Columbus Blue Jackets",0
2025-01-09,"Colorado Avalanche",0.523910918379474,"Minnesota Wild",0.476089081620526,"Playing At:  Minnesota Wild   Home","55 >","Colorado Avalanche",1
2025-01-10,"Arizona Coyotes",0.762762599861136,"San Jose Sharks",0.237237400138864,"Playing At:  Arizona Coyotes   Home","70-80","Arizona Coyotes",1
2025-01-10,"Washington Capitals",0.747883928878396,"Montreal Canadiens",0.252116071121604,"Playing At:  Washington Capitals   Home","70-80","Montreal Canadiens",0
2025-01-10,"Detroit Red Wings",0.726223760427058,"Chicago Blackhawks",0.273776239572942,"Playing At:  Detroit Red Wings   Home","70-80","Detroit Red Wings",1
2025-01-10,"Winnipeg Jets",0.615120295927497,"Los Angeles Kings",0.384879704072503,"Playing At:  Winnipeg Jets   Home","60-70","Los Angeles Kings",0
2025-01-10,"Carolina Hurricanes",0.596888589266613,"Vancouver Canucks",0.403111410733387,"Playing At:  Carolina Hurricanes   Home","55-60","Carolina Hurricanes",1
2025-01-11,"Edmonton Oilers",0.809457738435686,"Chicago Blackhawks",0.190542261564314,"Playing At:  Chicago Blackhawks   Home","80-85","Edmonton Oilers",1
2025-01-11,"Minnesota Wild",0.75993271406917,"San Jose Sharks",0.24006728593083,"Playing At:  San Jose Sharks   Home","70-80","Minnesota Wild",1
2025-01-11,"Dallas Stars",0.714232372424354,"Montreal Canadiens",0.285767627575646,"Playing At:  Montreal Canadiens   Home","70-80","Dallas Stars",1
2025-01-11,"St. Louis Blues",0.672845831783551,"Columbus Blue Jackets",0.327154168216449,"Playing At:  St. Louis Blues   Home","60-70","Columbus Blue Jackets",0
2025-01-11,"Philadelphia Flyers",0.663613993132901,"Anaheim Ducks",0.336386006867099,"Playing At:  Philadelphia Flyers   Home","60-70","Philadelphia Flyers",1
2025-01-11,"Florida Panthers",0.603152641186653,"Boston Bruins",0.396847358813347,"Playing At:  Florida Panthers   Home","60-70","Boston Bruins",0
2025-01-11,"Winnipeg Jets",0.572578827711773,"Colorado Avalanche",0.427421172288227,"Playing At:  Winnipeg Jets   Home","55-60","Winnipeg Jets",1
2025-01-11,"Arizona Coyotes",0.558727377996221,"New York Islanders",0.441272622003779,"Playing At:  Arizona Coyotes   Home","55-60","New York Islanders",0
